temperature,pH,moisture_content,food_waste_ratio,methane_yield,feedstock_composition
41.23620356542087,7.588850500466627,94.57299036351576,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
58.52142919229749,6.83232782064495,84.97020510654576,2,1.3,"80% pre-consumer waste, 15% post-consumer waste, 5% oils"
51.95981825434215,7.690098925502982,87.23061587168124,2,1.3,"80% pre-consumer waste, 15% post-consumer waste, 5% oils"
47.959754525911094,7.805292872641911,82.94146569107589,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
34.6805592132731,7.77989522396552,89.16170106613653,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
34.67983561008608,8.04039036277731,84.21024823273962,2,1.3,"80% pre-consumer waste, 15% post-consumer waste, 5% oils"
31.742508365045985,7.916961077274452,83.10488867657641,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
55.98528437324806,7.7295900396142185,87.74858942668969,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
48.03345035229626,7.464917144270676,80.08258698740632,2,1.3,"80% pre-consumer waste, 15% post-consumer waste, 5% oils"
51.242177333881365,6.6695195332420045,80.11496048973838,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
30.617534828874074,7.714809109566293,83.28603213652787,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
59.097295564859834,7.603843843581555,80.55082043751231,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
54.97327922401266,7.635789418597687,81.62038631196037,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
36.370173320348286,6.861625712089845,85.08290974008128,2,0.8351729769461953,"80% pre-consumer waste, 15% post-consumer waste, 5% oils"
35.454749016213015,6.959471729795869,92.0387851936972,0,1.0893566922098694,"70% fruits/vegetables, 20% grains, 10% dairy"
35.50213529560301,8.026576426666452,88.58072965053951,2,1.3,"80% pre-consumer waste, 15% post-consumer waste, 5% oils"
39.12726728878613,7.480222423071672,87.69001588934624,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
45.74269294896713,7.840750348686313,84.40233234812183,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
42.95835055926347,7.51415918806523,93.97630579149225,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
38.736874205941255,7.514878069747873,85.95522561855788,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
48.35558684167138,7.969141902987999,81.30639150193657,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
34.18481581956125,7.241977635891313,89.25599774176702,0,1.194930744788342,"70% fruits/vegetables, 20% grains, 10% dairy"
38.76433945605655,7.548060388470492,81.70757590214902,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
40.99085529881075,7.268862355647479,85.17834714202539,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
43.68209952651108,7.282751886283842,87.61117908076713,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
53.55527884179041,7.34541393826568,93.11333787027763,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
35.990213464750795,7.611066885816856,87.40319870510179,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
45.42703315240835,7.260625689168261,90.53388149047497,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
47.772437065861276,8.12787806278676,94.89225258498605,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
31.393512381599933,7.052696348890248,81.97233679846973,1,0.6,"50% fruits, 30% vegetables, 20% bakery waste"
48.226345557043146,7.4065641779193205,84.1209728827928,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
35.115723710618745,7.2801344708629125,85.9186411339647,0,1.156413591515947,"70% fruits/vegetables, 20% grains, 10% dairy"
31.951547789558386,8.223488942176866,86.32742267808247,2,1.3,"80% pre-consumer waste, 15% post-consumer waste, 5% oils"
58.466566117599996,7.598277388255787,86.16531612898319,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
58.96896099223678,8.015922269734318,93.61416503834832,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
54.25192044349383,6.757219813481514,90.71048966700285,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
39.13841307520112,7.633525132934629,89.11857821136056,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
32.93016342019152,7.944815397811719,84.64059076794173,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
50.52699079536471,7.541141994637712,92.35685576331942,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
43.20457481218804,8.032740187532676,94.32590767227484,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
33.66114704534336,7.241355774949814,92.3179742382534,2,1.3,"80% pre-consumer waste, 15% post-consumer waste, 5% oils"
44.85530730333811,8.20467372009279,80.02347657787209,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
31.031655633456552,8.5,89.5460205527511,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
57.27961206236346,7.31858071978017,80.76703072163151,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
37.763399448000506,7.277248739299614,83.86410830500583,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
49.875668530619464,8.22669223855885,80.89287050521658,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
39.35133228268233,8.289786072865356,89.05693179424081,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
45.602040635334326,7.238569986423366,90.29884870238911,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
46.40130838029839,7.2899065914520715,81.71731457098858,2,1.3,"80% pre-consumer waste, 15% post-consumer waste, 5% oils"
35.54563366576581,7.3591076955697465,85.7575832456747,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
59.08753883293676,6.827774744482862,86.84354763433313,2,1.3,"80% pre-consumer waste, 15% post-consumer waste, 5% oils"
53.253984700833435,7.040674026757901,85.53579532641375,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
58.18496824692568,6.997929616623966,81.8153750072779,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
56.844820512829465,7.116101217447936,86.28421685281214,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
47.93699936433255,7.482657556306609,91.26767071712626,2,1.3,"80% pre-consumer waste, 15% post-consumer waste, 5% oils"
57.6562270506935,7.61710736626826,81.06511496799884,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
32.65477506155759,8.275250246407039,81.20270021122855,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
35.87948587257436,7.0008229796306045,85.32156937753976,0,0.954410765260215,"70% fruits/vegetables, 20% grains, 10% dairy"
31.35681866731614,7.992161199238292,94.12588567428388,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
39.75990992289793,7.393005577887245,90.02858970084371,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
41.66031869068446,7.475268145173784,90.18004935008847,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
38.14047095321688,7.837409746083302,85.42879986256797,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
54.86212527455788,6.938638989218851,88.90491186812808,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
40.702599800807675,7.691204873092025,80.15196776041616,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
38.42803529062142,7.583226104106528,89.54144069614313,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
46.28088249474746,7.746225632004075,93.69930421364356,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
34.227726749242876,7.644584321953909,89.18860202517229,2,1.3,"80% pre-consumer waste, 15% post-consumer waste, 5% oils"
54.06590942262119,8.5,93.10547890199517,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
32.23651931039313,7.181130007874342,90.85959583199141,0,0.9838537826320821,"70% fruits/vegetables, 20% grains, 10% dairy"
59.60660809801552,7.234501522499091,81.80837624605536,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
53.16734307889972,7.188429736787618,93.53679960928763,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
35.961470446025174,7.222261440419873,80.99665766533663,0,1.028682483198175,"70% fruits/vegetables, 20% grains, 10% dairy"
30.165663513708072,7.181306436346741,88.00951208821645,2,0.6867502721590472,"80% pre-consumer waste, 15% post-consumer waste, 5% oils"
54.463842853645026,8.094508265553776,82.13205685690187,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
51.205720315428515,8.210252123994927,80.17559916096356,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
51.87021504122962,7.214626853125262,86.33051390191459,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
53.13811040057837,7.083822213447886,84.42561061481234,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
32.22133955202271,7.735707778193202,87.29000740696405,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
40.75397185632818,7.223888477859514,88.65799830101827,2,1.3,"80% pre-consumer waste, 15% post-consumer waste, 5% oils"
33.47607178575389,7.816465908877755,80.65608608463421,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
55.89310277626781,7.60146151042565,81.84504942685618,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
48.69894380482674,6.742127942501384,88.37963594675638,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
39.92694074557947,8.27375260066503,85.14751029758987,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
31.90675050858071,8.39793883654776,90.93760231324173,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
39.329469651469864,7.193605654757807,89.7843747288791,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
39.755499660802414,7.306149220032008,92.6840654448486,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
51.888185350141924,7.642932695362452,90.38739240003838,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
49.12672414065639,7.667228394993512,86.44896616085222,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
56.616382277289794,7.8292721363364155,90.09449933591648,2,1.3,"80% pre-consumer waste, 15% post-consumer waste, 5% oils"
44.16644775485848,8.5,84.13071761383128,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
33.58782737814905,7.411526386252976,84.5947024816732,1,1.2928796074454894,"50% fruits, 30% vegetables, 20% bakery waste"
51.39734361668985,7.100851377730773,91.8347773988119,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
52.82355145850693,6.8103403859927365,86.69629274602373,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
46.83831592708489,7.1345349800290405,91.97570510777528,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
53.12901539863683,7.483436513563102,92.33633560502417,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
44.81386789093172,8.397278931758894,92.86343506491926,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
45.681984881459826,7.241194350481914,93.7495285376181,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
42.82623055075649,7.6118939758194495,86.46477830769945,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
30.762573802322855,7.491788551963624,84.78300227481708,0,1.0704677878280795,"70% fruits/vegetables, 20% grains, 10% dairy"
33.23674280979913,8.094196636724043,88.7329811989117,2,1.3,"80% pre-consumer waste, 15% post-consumer waste, 5% oils"
30.942875570602027,8.5,85.56758635156442,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
49.09231233791341,7.234565613539839,89.0161125020035,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
39.4306794322898,7.255280278740889,90.58378793965737,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
45.25712073494108,8.022080438534536,90.32607527738205,1,1.3,"50% fruits, 30% vegetables, 20% bakery waste"
57.22699421778279,7.840945744813156,85.61829330530182,0,1.3,"70% fruits/vegetables, 20% grains, 10% dairy"
